objectid,fid_blockg,statefp10,countyfp10,tractce10,blkgrpce10,geoid10,namelsad10,mtfcc10,funcstat10,aland10,awater10,intptlat10,intptlon10,shape_leng,fid_neighb,area,perimeter,neighbor,neighbor_i,hood,hood_no,acres,sqmiles,dpwdiv,unique_id,sectors,shape_le_1,shape_ar_1,page_number,plannerassign,created_user,created_date,last_edited_user,last_edited_date,temp,shape_area,shape_length
1367,313,42,003,562800,2,420035628002,Block Group 2,G5030,S,653726,0,+40.4269246,-080.0658036,15834.2769921,79,7024962,198927.41614216,71,2153,Oakwood,59,162.015,0.252,5,113,4,15925.7361124,7024961.87774,15,Sophia Robison,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,7024714.71951294,15918.4792316378
1368,340,42,003,563000,1,420035630001,Block Group 1,G5030,S,2520263,0,+40.4507815,-080.0847808,26392.7256493,86,27002274,198927.41614216,37,2119,Fairywood,32,622.746,0.969,5,21,4,26410.7383239,27002274.2666,15,Sophia Robison,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,27004014.6891174,26411.8382902226
1369,74,42,003,290400,3,420032904003,Block Group 3,G5030,S,275844,0,+40.3844190,-079.9867635,11617.5879718,34,46641072,198927.41614216,92,2174,Carrick,16,1075.67,1.673,4,19,5,40422.9743229,46641073.9689,15,Sophia Robison,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,46640230.5478821,40404.4977000679
1370,122,42,003,202300,4,420032023004,Block Group 4,G5030,S,835320,0,+40.4127817,-080.0357088,11460.1491262,48,27009770,198927.41614216,80,2162,Banksville,6,622.919,0.969,5,19,5,25477.7457026,27009770.5173,15,Sophia Robison,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,27021857.6481323,25241.7771548345
1371,97,42,003,191600,3,420031916003,Block Group 3,G5030,S,170636,0,+40.4126628,-080.0211465,8417.87560804,42,40706528,198927.41614216,73,2155,Beechview,8,938.804,1.46,5,23,5,32676.1700079,40706529.2539,15,Sophia Robison,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,40708813.7513428,32690.8280721658
1372,102,42,003,191700,1,420031917001,Block Group 1,G5030,S,1471688,0,+40.4043578,-080.0109294,24549.4301741,43,58044672,198927.41614216,89,2171,Brookline,14,1338.669,2.082,4,81,5,37257.9301961,58044672.6034,15,Sophia Robison,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,58028848.3536987,37265.2988756237
1373,123,42,003,563000,2,420035630002,Block Group 2,G5030,S,574770,0,+40.4597668,-080.0778300,10840.3731335,49,11563175,198927.41614216,26,2108,Windgap,90,266.678,0.415,5,6,4,20989.2386707,11563174.9172,15,Sophia Robison,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,11561248.1782227,20988.2187047979
1374,149,42,003,202200,3,420032022003,Block Group 3,G5030,S,174657,0,+40.4580322,-080.0647449,7204.28883044,54,24807354,198927.41614216,32,2114,Sheraden,69,572.125,0.89,5,19,4,24066.4204273,24807353.4024,15,Sophia Robison,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,24791648.7581482,24066.0372005367
1375,151,42,003,980700,1,420039807001,Block Group 1,G5030,S,563109,416134,+40.4366295,-080.0102703,21342.8810105,55,5905659.5,198927.41614216,59,2141,South Shore,71,136.201,0.212,5,19,16,21338.580466,5905659.6703,15,Derek Dauphin,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,5903799.82672119,21342.9485257531
1376,153,42,003,562600,2,420035626002,Block Group 2,G5030,S,579141,0,+40.4400199,-080.0409711,11480.1400026,57,16904768,198927.41614216,50,2132,Elliott,30,389.87,0.606,5,25,4,21609.7993427,16904767.616,15,Sophia Robison,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,16906458.7160339,21634.5588169756
1377,184,42,003,281400,1,420032814001,Block Group 1,G5030,S,348105,0,+40.4496310,-080.0569283,8486.84811855,62,21011160,198927.41614216,52,2134,Crafton Heights,23,484.575,0.754,5,23,4,21289.3838091,21011159.5373,15,Sophia Robison,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,21002843.1427307,21310.684474178
1378,251,42,003,320400,3,420033204003,Block Group 3,G5030,S,196086,0,+40.3911959,-079.9952543,10313.2123506,74,23393388,198927.41614216,94,2176,Overbrook,60,539.515,0.839,4,24,5,31957.5032266,23393386.8576,15,Sophia Robison,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,23386886.2757874,31964.8448635241
1379,265,42,003,563000,4,420035630004,Block Group 4,G5030,S,342793,0,+40.4578183,-080.0705756,9978.22592341,87,3683600.5,198927.41614216,30,2112,Chartiers City,21,84.954,0.132,5,21,4,9983.54978758,3683600.39436,15,Sophia Robison,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,3683819.82598877,9978.22599874678
1380,358,42,003,562500,1,420035625001,Block Group 1,G5030,S,602805,225010,+40.4627464,-080.0508428,25245.4899984,85,6409852.5,198927.41614216,25,2107,Esplen,31,147.829,0.23,5,81,4,25268.23256,6409852.2469,15,Sophia Robison,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,6425357.73937988,25260.8144668045
1381,298,42,003,563100,3,420035631003,Block Group 3,G5030,S,928505,0,+40.4270691,-080.0344802,16308.7797482,88,10278895,198927.41614216,70,2152,Ridgemont,67,237.059,0.369,5,24,4,16268.1308904,10278895.2296,15,Sophia Robison,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,10279196.8766479,16308.2473485612
1382,32,42,003,562600,1,420035626001,Block Group 1,G5030,S,512433,0,+40.4408830,-080.0357065,18778.9912803,89,5579501,198927.41614216,60,2142,West End,87,128.679,0.2,5,81,4,18776.6566219,5579501.1068,15,Sophia Robison,pgh.admin,2020-08-14T14:52:26,pgh.admin,2020-08-14T14:52:26,,5579476.01885986,18778.9915130748
